job_title,job_category,salary_in_usd,experience_level,employment_type,work_setting,neighbourhood_group,neighbourhood,rent,latitude,longitude,amenity,amenity_value
Data Manager,Leadership and Management,233500.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,7800.0,40.68116,-73.92979,has_washer_dryer,0.0
Data Engineer,Data Engineering,130000.0,Senior,Full-time,In-person,Brooklyn,East Flatbush,3200.0,40.65355,-73.94799,has_washer_dryer,1.0
Research Engineer,Data Science and Research,310000.0,Senior,Full-time,In-person,Manhattan,Gramercy,15000.0,40.73591,-73.98165,has_patio,0.0
Machine Learning Engineer,Machine Learning and AI,266500.0,Senior,Full-time,In-person,Manhattan,Upper West Side,4990.0,40.78763,-73.96862,has_washer_dryer,0.0
Data Scientist,Data Science and Research,160000.0,Senior,Full-time,Remote,Manhattan,Harlem,2850.0,40.81313,-73.94152,has_dishwasher,0.0
Data Engineer,Data Engineering,160000.0,Executive,Full-time,In-person,Queens,Flushing,7500.0,40.74537,-73.83252,has_roofdeck,0.0
Data Scientist,Data Science and Research,166500.0,Senior,Full-time,In-person,Bronx,Mount Hope,5510.0,40.8507,-73.90823,bathrooms,1.0
Research Scientist,Data Science and Research,159300.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,4195.0,40.73756,-73.9535,has_elevator,0.0
Machine Learning Engineer,Machine Learning and AI,142200.0,Senior,Full-time,In-person,Manhattan,West Village,4495.0,40.73054,-74.00613,has_elevator,0.0
Data Scientist,Data Science and Research,202600.0,Senior,Full-time,Remote,Brooklyn,Bushwick,3230.0,40.70036,-73.92473,has_patio,0.0
Data Architect,Data Architecture and Modeling,134000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,3725.0,40.71962,-73.96405,min_to_subway,4.0
Machine Learning Engineer,Machine Learning and AI,95000.0,Senior,Full-time,Remote,Queens,Astoria,5380.0,40.76865,-73.91953,has_gym,0.0
Data Scientist,Data Science and Research,135000.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,3500.0,40.7133,-73.96059,no_fee,0.0
Data Engineer,Data Engineering,140000.0,Senior,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,2850.0,40.68701,-73.9202,has_roofdeck,1.0
Data Scientist,Data Science and Research,150000.0,Senior,Full-time,Remote,Bronx,Mott Haven,10000.0,40.80635,-73.92201,has_patio,0.0
Data Analyst,Data Analysis,140000.0,Senior,Full-time,Remote,Brooklyn,Prospect-Lefferts Gardens,10000.0,40.65672,-73.95797,has_elevator,0.0
Data Engineer,Data Engineering,130000.0,Senior,Full-time,Remote,Manhattan,East Village,5000.0,40.72583,-73.98831,min_to_subway,43.0
Data Scientist,Data Science and Research,115000.0,Mid-level,Full-time,Remote,Manhattan,Little Italy,2550.0,40.7192,-73.99458,has_gym,1.0
Data Engineer,Data Engineering,247250.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4600.0,40.71424,-73.94267,min_to_subway,5.0
Data Analyst,Data Analysis,73000.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,3800.0,40.66971,-73.94479,has_elevator,0.0
Data Specialist,Data Management and Strategy,80000.0,Mid-level,Full-time,In-person,Brooklyn,Brooklyn Heights,6055.0,40.69923,-73.99402,floor,12.0
Data Engineer,Data Engineering,90000.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,5200.0,40.6685,-73.94703,has_patio,0.0
Data Engineer,Data Engineering,202000.0,Senior,Full-time,Remote,Manhattan,East Harlem,2795.0,40.80303,-73.93888,min_to_subway,4.0
Data Engineer,Data Engineering,205600.0,Senior,Full-time,In-person,Manhattan,Upper West Side,2925.0,40.80196,-73.96349,bedrooms,1.0
Machine Learning Engineer,Machine Learning and AI,324000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,5454.0,40.6871,-73.92263,bathrooms,2.0
Data Scientist,Data Science and Research,185000.0,Mid-level,Full-time,In-person,Manhattan,East Village,5995.0,40.7295,-73.98623,has_roofdeck,0.0
Applied Scientist,Data Science and Research,199200.0,Senior,Full-time,In-person,Manhattan,Gramercy,6250.0,40.73294,-73.98436,has_roofdeck,0.0
Research Scientist,Data Science and Research,252990.0,Entry-level,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,4700.0,40.69863,-73.94397,has_elevator,0.0
Data Scientist,Data Science and Research,93300.0,Senior,Full-time,In-person,Brooklyn,Sunset Park,17500.0,40.66265,-73.99454,has_doorman,1.0
Data Scientist,Data Science and Research,130000.0,Senior,Full-time,In-person,Manhattan,Chelsea,14662.0,40.74261,-74.00353,has_doorman,0.0
Research Scientist,Data Science and Research,120000.0,Senior,Full-time,Remote,Brooklyn,East Flatbush,18000.0,40.65449,-73.94244,has_doorman,0.0
Machine Learning Scientist,Machine Learning and AI,80000.0,Entry-level,Full-time,Hybrid,Brooklyn,Bushwick,3500.0,40.70272,-73.92914,has_patio,0.0
Data Analyst,Data Analysis,94600.0,Entry-level,Full-time,In-person,Brooklyn,Williamsburg,5000.0,40.7137,-73.94378,has_washer_dryer,0.0
Data Analyst,Data Analysis,69570.0,Mid-level,Full-time,In-person,Manhattan,Lower East Side,5260.0,40.71973,-73.99147,has_roofdeck,0.0
Data Engineer,Data Engineering,61800.0,Entry-level,Full-time,Remote,Manhattan,Lower East Side,3900.0,40.7207,-73.98713,has_doorman,1.0
Business Intelligence Analyst,BI and Visualization,106700.0,Mid-level,Full-time,In-person,Manhattan,East Harlem,2500.0,40.79585,-73.94923,floor,2.0
Data Analyst,Data Analysis,75000.0,Mid-level,Full-time,In-person,Manhattan,Hell's Kitchen,2550.0,40.75506,-73.99622,floor,3.0
Data Modeler,Data Architecture and Modeling,147100.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,2650.0,40.72647,-73.94652,has_dishwasher,0.0
Data Scientist,Data Science and Research,204500.0,Senior,Full-time,In-person,Manhattan,Midtown,3950.0,40.75076,-73.98262,bedrooms,1.0
Data Strategist,Data Architecture and Modeling,85000.0,Mid-level,Full-time,In-person,Manhattan,East Village,7500.0,40.72775,-73.98454,min_to_subway,5.0
AI Engineer,Machine Learning and AI,175000.0,Mid-level,Full-time,In-person,Brooklyn,Clinton Hill,2699.0,40.68316,-73.96163,has_roofdeck,0.0
Analytics Engineer,Leadership and Management,160000.0,Senior,Full-time,In-person,Manhattan,East Harlem,13995.0,40.79858,-73.93585,bathrooms,2.0
Data Scientist,Data Science and Research,160000.0,Senior,Full-time,In-person,Brooklyn,Sunset Park,3375.0,40.66157,-73.99638,no_fee,0.0
Data Scientist,Data Science and Research,70000.0,Mid-level,Full-time,In-person,Manhattan,Upper East Side,3795.0,40.77495,-73.95117,has_elevator,0.0
ML Engineer,Machine Learning and AI,174000.0,Senior,Full-time,In-person,Manhattan,Harlem,8000.0,40.80592,-73.95172,size_sqft,2084.0
Research Scientist,Data Science and Research,105200.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,2990.0,40.70675,-73.94654,has_washer_dryer,0.0
Applied Scientist,Data Science and Research,230000.0,Senior,Full-time,Remote,Bronx,Unionport,3800.0,40.82914,-73.85473,building_age_yrs,11.0
Data Engineer,Data Engineering,139700.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,3260.0,40.6748,-73.94521,has_gym,0.0
Machine Learning Engineer,Machine Learning and AI,239000.0,Senior,Full-time,Remote,Queens,Astoria,7650.0,40.75976,-73.92603,building_age_yrs,116.0
Data Analyst,Data Analysis,135000.0,Senior,Full-time,Remote,Manhattan,Harlem,2950.0,40.80903,-73.95073,has_patio,0.0
Data Engineer,Data Engineering,153090.0,Senior,Full-time,In-person,Manhattan,Gramercy,10400.0,40.73506,-73.98142,has_roofdeck,0.0
Research Engineer,Data Science and Research,385000.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,12300.0,40.67403,-73.94139,building_age_yrs,9.0
Business Intelligence Engineer,BI and Visualization,104300.0,Senior,Full-time,In-person,Queens,Ridgewood,1850.0,40.70547,-73.91432,has_patio,0.0
Data Scientist,Data Science and Research,136000.0,Senior,Full-time,Remote,Manhattan,Financial District,1875.0,40.70771,-74.00794,bathrooms,1.0
Research Scientist,Data Science and Research,136000.0,Senior,Full-time,Remote,Manhattan,Financial District,3300.0,40.70411,-74.00795,size_sqft,645.0
Machine Learning Scientist,Machine Learning and AI,180514.0,Senior,Full-time,Remote,Brooklyn,Flatbush,11800.0,40.65343,-73.95851,min_to_subway,43.0
Research Scientist,Data Science and Research,248100.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,3900.0,40.70499,-73.93315,has_washer_dryer,1.0
Machine Learning Engineer,Machine Learning and AI,285000.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,3595.0,40.70347,-73.93335,has_elevator,0.0
Data Scientist,Data Science and Research,137500.0,Senior,Full-time,In-person,Brooklyn,Kensington,6000.0,40.63866,-73.9715,bathrooms,1.0
Data Analyst,Data Analysis,145000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,8995.0,40.71396,-73.94021,bathrooms,2.0
Data Science Consultant,Data Science and Research,90000.0,Senior,Full-time,In-person,Manhattan,East Harlem,2250.0,40.80242,-73.94407,floor,5.0
Machine Learning Engineer,Machine Learning and AI,212000.0,Senior,Full-time,In-person,Brooklyn,Prospect Heights,11538.0,40.67604,-73.96865,has_roofdeck,0.0
Business Data Analyst,Data Analysis,78000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,3650.0,40.6869,-73.97713,has_doorman,0.0
Data Scientist,Data Science and Research,260600.0,Mid-level,Full-time,In-person,Manhattan,Harlem,4000.0,40.8107,-73.94617,building_age_yrs,9.0
Business Intelligence Engineer,BI and Visualization,156400.0,Senior,Full-time,In-person,Brooklyn,Midwood,6500.0,40.62596,-73.95726,has_roofdeck,0.0
BI Developer,BI and Visualization,75000.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,3900.0,40.68662,-73.96916,bedrooms,0.0
Applied Scientist,Data Science and Research,136000.0,Mid-level,Full-time,In-person,Brooklyn,Greenpoint,4250.0,40.72544,-73.94143,bedrooms,1.0
Machine Learning Software Engineer,Machine Learning and AI,145000.0,Mid-level,Full-time,In-person,Brooklyn,Carroll Gardens,10000.0,40.68274,-73.99252,has_washer_dryer,0.0
Data Scientist,Data Science and Research,160000.0,Senior,Full-time,In-person,Brooklyn,Sunset Park,3375.0,40.66157,-73.99638,has_roofdeck,1.0
Data Analyst,Data Analysis,125000.0,Mid-level,Full-time,In-person,Manhattan,Chelsea,5100.0,40.75048,-74.00134,no_fee,1.0
Data Scientist,Data Science and Research,323300.0,Senior,Full-time,In-person,Manhattan,Upper West Side,2500.0,40.78864,-73.9677,has_elevator,0.0
Machine Learning Engineer,Machine Learning and AI,204600.0,Senior,Full-time,In-person,Manhattan,Upper East Side,3750.0,40.7609,-73.96471,bedrooms,1.0
Applied Scientist,Data Science and Research,222200.0,Senior,Full-time,In-person,Manhattan,Upper West Side,3700.0,40.78364,-73.97752,no_fee,1.0
Business Intelligence Analyst,BI and Visualization,135000.0,Mid-level,Full-time,Remote,Brooklyn,Gowanus,2500.0,40.67837,-73.98256,has_doorman,1.0
Data Manager,Leadership and Management,115500.0,Mid-level,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,4300.0,40.68677,-73.95172,has_roofdeck,0.0
Data Scientist,Data Science and Research,278700.0,Senior,Full-time,In-person,Manhattan,East Harlem,4650.0,40.80824,-73.93987,bedrooms,1.0
Data Scientist,Data Science and Research,329700.0,Senior,Full-time,In-person,Brooklyn,Kensington,3025.0,40.64541,-73.97307,has_elevator,0.0
Data Analyst,Data Analysis,95000.0,Mid-level,Full-time,Remote,Brooklyn,South Slope,7350.0,40.66156,-73.9874,has_washer_dryer,0.0
Research Engineer,Data Science and Research,190400.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,5350.0,40.72702,-73.94853,building_age_yrs,103.0
Applied Scientist,Data Science and Research,230000.0,Senior,Full-time,Remote,Manhattan,Upper West Side,2900.0,40.77695,-73.98133,bedrooms,0.0
Data Engineer,Data Engineering,58400.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,3555.0,40.68734,-73.97401,has_dishwasher,0.0
Data Scientist,Data Science and Research,168800.0,Senior,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,5200.0,40.68413,-73.93538,has_elevator,0.0
Data Scientist,Data Science and Research,160000.0,Senior,Full-time,In-person,Staten Island,Concord,3700.0,40.60194,-74.09024,building_age_yrs,55.0
AI Research Engineer,Data Science and Research,24940.0,Entry-level,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,3100.0,40.68777,-73.92315,building_age_yrs,84.0
Data Science Manager,Data Science and Research,140100.0,Executive,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,6750.0,40.68686,-73.9371,bathrooms,2.0
Data Scientist,Data Science and Research,130000.0,Senior,Full-time,Remote,Manhattan,Upper East Side,4995.0,40.75957,-73.9605,has_washer_dryer,0.0
Data Analyst,Data Analysis,143000.0,Senior,Full-time,Remote,Manhattan,East Village,4500.0,40.72594,-73.98219,has_washer_dryer,0.0
Data Scientist,Data Science and Research,153600.0,Senior,Full-time,In-person,Brooklyn,Fort Greene,6000.0,40.69039,-73.97007,bathrooms,1.0
Data Engineer,Data Engineering,220000.0,Entry-level,Full-time,In-person,Manhattan,Chelsea,3425.0,40.75016,-73.99727,has_doorman,1.0
Data Engineer,Data Engineering,210000.0,Executive,Full-time,Remote,Brooklyn,Williamsburg,4650.0,40.70935,-73.95342,size_sqft,915.0
Data Science Engineer,Data Science and Research,160000.0,Senior,Full-time,Remote,Manhattan,Upper East Side,3750.0,40.77449,-73.95308,size_sqft,700.0
Data Scientist,Data Science and Research,168000.0,Senior,Full-time,Remote,Manhattan,Upper West Side,2880.0,40.77457,-73.98765,has_dishwasher,1.0
Data Scientist,Data Science and Research,166000.0,Senior,Full-time,Remote,Manhattan,Midtown,2250.0,40.76416,-73.9753,min_to_subway,5.0
Business Intelligence Engineer,BI and Visualization,156400.0,Senior,Full-time,In-person,Manhattan,Harlem,3480.0,40.82858,-73.9442,has_dishwasher,1.0
Data Analyst,Data Analysis,111000.0,Mid-level,Full-time,In-person,Queens,Woodside,4590.0,40.74874,-73.89746,has_doorman,1.0
Data Engineer,Data Engineering,122000.0,Senior,Full-time,In-person,Manhattan,Chelsea,4730.0,40.74168,-74.00339,has_patio,0.0
Machine Learning Engineer,Machine Learning and AI,192000.0,Senior,Full-time,Remote,Manhattan,East Harlem,2295.0,40.79485,-73.93499,floor,1.0
Data Engineer,Data Engineering,133200.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,3750.0,40.71981,-73.96053,has_washer_dryer,0.0
Machine Learning Engineer,Machine Learning and AI,38868.0,Mid-level,Full-time,Remote,Brooklyn,Fort Greene,10000.0,40.68767,-73.97504,has_gym,0.0
Machine Learning Engineer,Machine Learning and AI,152000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,7495.0,40.71778,-73.9568,building_age_yrs,10.0
Business Intelligence Engineer,BI and Visualization,120000.0,Senior,Full-time,Remote,Queens,Ditmars Steinway,6495.0,40.77797,-73.90604,no_fee,1.0
Business Intelligence Engineer,BI and Visualization,225000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,2895.0,40.71619,-73.94156,has_gym,0.0
Data Engineer,Data Engineering,180000.0,Senior,Full-time,In-person,Brooklyn,Prospect Heights,6400.0,40.67848,-73.97254,has_doorman,0.0
Data Analyst,Data Analysis,250000.0,Mid-level,Full-time,In-person,Manhattan,Upper East Side,3350.0,40.76976,-73.95802,min_to_subway,2.0
Research Scientist,Data Science and Research,303050.0,Senior,Full-time,In-person,Brooklyn,Sunset Park,2995.0,40.64805,-74.00886,has_elevator,1.0
Data Engineer,Data Engineering,110000.0,Senior,Full-time,Remote,Brooklyn,Park Slope,3500.0,40.66841,-73.98287,size_sqft,800.0
Machine Learning Engineer,Machine Learning and AI,168700.0,Senior,Full-time,In-person,Manhattan,East Harlem,4400.0,40.79179,-73.93972,has_patio,0.0
Data Engineer,Data Engineering,95000.0,Mid-level,Full-time,Remote,Queens,Astoria,1895.0,40.77173,-73.92767,has_roofdeck,0.0
Applied Scientist,Data Science and Research,222200.0,Mid-level,Full-time,In-person,Manhattan,Lower East Side,3323.0,40.71937,-73.98387,floor,21.0
Data Engineer,Data Engineering,49216.0,Mid-level,Full-time,Remote,Manhattan,West Village,2700.0,40.72928,-74.00372,min_to_subway,4.0
Data Analyst,Data Analysis,95000.0,Mid-level,Full-time,Remote,Brooklyn,Greenpoint,2900.0,40.72044,-73.95377,has_washer_dryer,0.0
Data Scientist,Data Science and Research,297300.0,Senior,Full-time,Remote,Manhattan,East Harlem,2790.0,40.79341,-73.94485,min_to_subway,2.0
Applied Scientist,Data Science and Research,196000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,4000.0,40.70407,-73.93562,has_doorman,1.0
Data Scientist,Data Science and Research,258000.0,Senior,Full-time,In-person,Manhattan,East Harlem,3705.0,40.80728,-73.9388,has_doorman,0.0
Data Engineer,Data Engineering,170200.0,Mid-level,Full-time,In-person,Brooklyn,Prospect Heights,4090.0,40.67537,-73.96644,floor,29.0
Research Engineer,Data Science and Research,225000.0,Senior,Full-time,In-person,Brooklyn,Prospect Heights,4995.0,40.67888,-73.97361,bathrooms,1.0
Data Scientist,Data Science and Research,90000.0,Senior,Full-time,In-person,Manhattan,East Village,2295.0,40.7288,-73.98731,floor,1.0
Machine Learning Engineer,Machine Learning and AI,226600.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4400.0,40.7199,-73.95519,has_roofdeck,1.0
Data Science Practitioner,Data Science and Research,196500.0,Senior,Full-time,In-person,Queens,Ridgewood,3600.0,40.70042,-73.9112,bathrooms,1.0
Data Analyst,Data Analysis,85000.0,Mid-level,Full-time,In-person,Brooklyn,Park Slope,3600.0,40.67441,-73.97295,has_dishwasher,0.0
Data Engineer,Data Engineering,166000.0,Mid-level,Full-time,In-person,Brooklyn,Boerum Hill,3100.0,40.6857,-73.98131,has_doorman,0.0
Data Scientist,Data Science and Research,95490.0,Mid-level,Full-time,In-person,Manhattan,Upper West Side,5995.0,40.78552,-73.97435,has_dishwasher,0.0
Data Analyst,Data Analysis,51962.0,Senior,Full-time,In-person,Manhattan,Harlem,2570.0,40.81349,-73.95326,bathrooms,1.0
Machine Learning Engineer,Machine Learning and AI,323300.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,1950.0,40.76684,-73.98714,size_sqft,600.0
Machine Learning Engineer,Machine Learning and AI,176000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,4450.0,40.77232,-73.9581,no_fee,1.0
Research Scientist,Data Science and Research,303050.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,3295.0,40.67561,-73.93118,has_doorman,0.0
Data Analyst,Data Analysis,126500.0,Senior,Full-time,Remote,Brooklyn,Carroll Gardens,2500.0,40.68322,-73.99684,bathrooms,1.0
Data Scientist,Data Science and Research,117000.0,Mid-level,Full-time,Remote,Queens,Maspeth,3825.0,40.72547,-73.90248,size_sqft,800.0
ML Engineer,Machine Learning and AI,232200.0,Senior,Full-time,Remote,Brooklyn,Park Slope,3395.0,40.67597,-73.97765,has_doorman,0.0
Principal Machine Learning Engineer,Machine Learning and AI,160000.0,Senior,Full-time,Remote,Queens,Astoria,5493.0,40.7632,-73.92515,has_washer_dryer,0.0
Data Engineer,Data Engineering,195000.0,Senior,Full-time,Remote,Manhattan,West Village,6350.0,40.73491,-74.0058,bathrooms,2.0
Analytics Engineer,Leadership and Management,156450.0,Entry-level,Full-time,Remote,Brooklyn,Prospect-Lefferts Gardens,5100.0,40.65681,-73.9484,has_patio,0.0
Data Engineer,Data Engineering,205600.0,Senior,Full-time,In-person,Manhattan,Upper West Side,2925.0,40.80196,-73.96349,min_to_subway,5.0
Data Analyst,Data Analysis,132500.0,Senior,Full-time,Remote,Manhattan,Harlem,3850.0,40.81226,-73.94527,has_dishwasher,1.0
Data Engineer,Data Engineering,167500.0,Mid-level,Full-time,In-person,Brooklyn,Flatbush,3160.0,40.65376,-73.95511,bedrooms,0.0
Data Manager,Leadership and Management,127000.0,Mid-level,Full-time,Remote,Brooklyn,Fort Greene,3560.0,40.68604,-73.9697,min_to_subway,6.0
