job_title,job_category,salary_in_usd,experience_level,employment_type,work_setting,neighbourhood_group,neighbourhood,rent,latitude,longitude,amenity,amenity_value
Business Intelligence Engineer,BI and Visualization,220000.0,Senior,Full-time,In-person,Brooklyn,Prospect Heights,9900.0,40.67932,-73.96787,has_gym,0.0
Data Management Analyst,Data Management and Strategy,52000.0,Entry-level,Full-time,Remote,Brooklyn,Park Slope,2000.0,40.67634,-73.97666,bedrooms,1.0
Data Engineer,Data Engineering,170000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,2450.0,40.78099,-73.95628,has_roofdeck,0.0
Data Scientist,Data Science and Research,153000.0,Senior,Full-time,Remote,Manhattan,Upper East Side,14995.0,40.77925,-73.94946,has_elevator,1.0
Data Analytics Manager,Leadership and Management,110000.0,Mid-level,Full-time,In-person,Brooklyn,Bushwick,9750.0,40.69553,-73.93009,min_to_subway,4.0
Data Engineer,Data Engineering,88000.0,Entry-level,Full-time,In-person,Brooklyn,Prospect-Lefferts Gardens,2300.0,40.65517,-73.96083,has_dishwasher,0.0
Data Engineer,Data Engineering,99000.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,7900.0,40.693047,-73.971985,floor,9.0
Data Analyst,Data Analysis,40400.0,Entry-level,Full-time,In-person,Manhattan,Upper West Side,3150.0,40.78711,-73.97226,no_fee,1.0
Business Intelligence Engineer,BI and Visualization,225000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,2895.0,40.71619,-73.94156,size_sqft,506.0
Data Engineer,Data Engineering,91000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,1550.0,40.68854,-73.94664,has_washer_dryer,0.0
Research Scientist,Data Science and Research,165000.0,Senior,Full-time,In-person,Brooklyn,Kensington,3100.0,40.64321,-73.97137,bedrooms,1.0
Data Analyst,Data Analysis,143520.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,5675.0,40.72599,-73.93983,building_age_yrs,10.0
Data Engineer,Data Engineering,145000.0,Senior,Full-time,In-person,Brooklyn,Flatlands,2850.0,40.62265,-73.92658,has_roofdeck,0.0
Machine Learning Engineer,Machine Learning and AI,166000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,1895.0,40.76904,-73.95435,has_patio,0.0
Data Engineer,Data Engineering,141000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,4050.0,40.67389,-73.97762,bedrooms,1.0
Data Engineer,Data Engineering,99000.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,7900.0,40.693047,-73.971985,has_elevator,0.0
AI Scientist,Machine Learning and AI,54000.0,Mid-level,Full-time,In-person,Brooklyn,Flatbush,18000.0,40.64548,-73.95918,has_doorman,0.0
Data Engineer,Data Engineering,92280.0,Senior,Full-time,In-person,Brooklyn,Bushwick,2290.0,40.69886,-73.91507,has_dishwasher,0.0
ETL Developer,Data Engineering,111400.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3800.0,40.69135,-73.94694,has_dishwasher,0.0
Data Scientist,Data Science and Research,164000.0,Senior,Full-time,Remote,Manhattan,East Harlem,5995.0,40.80711,-73.93784,has_roofdeck,0.0
Data Analyst,Data Analysis,115000.0,Mid-level,Full-time,Remote,Manhattan,Greenwich Village,4095.0,40.73,-73.99781,min_to_subway,2.0
Research Engineer,Data Science and Research,196000.0,Senior,Full-time,In-person,Manhattan,East Harlem,6500.0,40.80199,-73.93353,has_patio,0.0
Machine Learning Engineer,Machine Learning and AI,192000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,3250.0,40.69282,-73.97064,has_elevator,0.0
Applied Scientist,Data Science and Research,136000.0,Senior,Full-time,In-person,Manhattan,Greenwich Village,6917.0,40.73034,-74.00056,has_doorman,0.0
Data Engineer,Data Engineering,103000.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,3103.0,40.71912,-73.95743,size_sqft,557.0
Data Manager,Leadership and Management,130000.0,Senior,Full-time,In-person,Manhattan,Harlem,2450.0,40.80455,-73.95651,has_roofdeck,1.0
Data Engineer,Data Engineering,143000.0,Senior,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,13750.0,40.68413,-73.93817,bathrooms,3.0
Machine Learning Engineer,Machine Learning and AI,168700.0,Senior,Full-time,In-person,Manhattan,East Harlem,4400.0,40.79179,-73.93972,has_elevator,0.0
Data Engineer,Data Engineering,129192.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,9000.0,40.70789,-73.94793,has_gym,1.0
Data Scientist,Data Science and Research,136000.0,Senior,Full-time,In-person,Manhattan,Washington Heights,3450.0,40.83687,-73.93867,floor,20.0
Data Analyst,Data Analysis,86500.0,Entry-level,Full-time,In-person,Bronx,City Island,2050.0,40.8524,-73.78768,has_elevator,0.0
Machine Learning Engineer,Machine Learning and AI,142200.0,Senior,Full-time,In-person,Manhattan,Nolita,4450.0,40.72032,-73.99462,has_patio,0.0
Data Scientist,Data Science and Research,172758.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,7550.0,40.70824,-73.94681,min_to_subway,2.0
Data Product Manager,Leadership and Management,145000.0,Senior,Full-time,In-person,Manhattan,Morningside Heights,6350.0,40.81203,-73.95844,has_elevator,1.0
Research Engineer,Data Science and Research,200000.0,Senior,Full-time,In-person,Brooklyn,Bay Ridge,1795.0,40.63571,-74.0333,has_roofdeck,0.0
Research Engineer,Data Science and Research,115607.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,5895.0,40.68064,-73.94039,min_to_subway,1.0
Data Scientist,Data Science and Research,100400.0,Senior,Full-time,In-person,Manhattan,SoHo,5800.0,40.72493743896485,-73.9961929321289,min_to_subway,3.0
Data Engineer,Data Engineering,90700.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,4500.0,40.69133,-73.95295,has_elevator,1.0
Data Scientist,Data Science and Research,155000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,10000.0,40.77262,-73.95598,no_fee,0.0
Data Engineer,Data Engineering,135000.0,Mid-level,Full-time,Remote,Queens,Long Island City,6350.0,40.76024,-73.92986,bathrooms,2.0
Data Scientist,Data Science and Research,81536.0,Senior,Full-time,Remote,Manhattan,Upper West Side,14500.0,40.79903,-73.96297,no_fee,0.0
Data Scientist,Data Science and Research,142200.0,Mid-level,Full-time,In-person,Brooklyn,Bushwick,3299.0,40.684025,-73.909882,has_washer_dryer,0.0
Machine Learning Engineer,Machine Learning and AI,184000.0,Senior,Full-time,In-person,Brooklyn,Carroll Gardens,5500.0,40.68169,-73.99709,has_washer_dryer,0.0
Data Scientist,Data Science and Research,92900.0,Senior,Full-time,In-person,Manhattan,West Village,2800.0,40.73146,-74.00448,has_elevator,0.0
ML Engineer,Machine Learning and AI,114979.0,Senior,Full-time,Remote,Manhattan,Washington Heights,4480.0,40.85401,-73.93292,bathrooms,1.0
Data Science Manager,Data Science and Research,107968.0,Senior,Full-time,Hybrid,Manhattan,Greenwich Village,2995.0,40.73323,-73.99294,bedrooms,0.0
Data Architect,Data Architecture and Modeling,180000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,5195.0,40.69983,-73.92549,has_dishwasher,0.0
Data Science Lead,Data Science and Research,134326.0,Mid-level,Full-time,In-person,Queens,Ditmars Steinway,5500.0,40.77304,-73.91167,has_patio,0.0
Data Scientist,Data Science and Research,167000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,1950.0,40.67231,-73.97878,has_dishwasher,0.0
Data Engineer,Data Engineering,139700.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,3260.0,40.6748,-73.94521,size_sqft,576.0
Machine Learning Engineer,Machine Learning and AI,197400.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,5495.0,40.68935,-73.97368,bathrooms,2.0
AI Engineer,Machine Learning and AI,21593.0,Entry-level,Full-time,Hybrid,Manhattan,Harlem,4400.0,40.8292,-73.94582,no_fee,0.0
Business Intelligence Developer,BI and Visualization,66825.0,Senior,Full-time,In-person,Queens,Woodside,2199.0,40.75482,-73.90828,bathrooms,1.0
Data Manager,Leadership and Management,73500.0,Mid-level,Full-time,In-person,Queens,Astoria,3400.0,40.75824,-73.9202,has_elevator,0.0
Data Architect,Data Architecture and Modeling,153000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,4600.0,40.68569,-73.973,min_to_subway,1.0
Data Analyst,Data Analysis,125000.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,2650.0,40.68669,-73.97744,size_sqft,500.0
Research Scientist,Data Science and Research,190000.0,Senior,Full-time,In-person,Manhattan,Harlem,2850.0,40.80748,-73.95589,has_washer_dryer,0.0
Data Analytics Manager,Leadership and Management,110000.0,Mid-level,Full-time,In-person,Brooklyn,Sunset Park,2995.0,40.66246,-73.9933,no_fee,0.0
Data Lead,Leadership and Management,250000.0,Executive,Full-time,In-person,Brooklyn,Crown Heights,13300.0,40.67601,-73.94893,min_to_subway,3.0
Machine Learning Engineer,Machine Learning and AI,239000.0,Senior,Full-time,Remote,Queens,Astoria,7650.0,40.75976,-73.92603,bedrooms,1.0
Head of Data,Leadership and Management,270000.0,Executive,Full-time,Remote,Brooklyn,Williamsburg,6600.0,40.7177,-73.95798,min_to_subway,2.0
Data Scientist,Data Science and Research,187259.0,Senior,Full-time,In-person,Manhattan,Washington Heights,2350.0,40.83416,-73.94513,has_gym,0.0
Machine Learning Engineer,Machine Learning and AI,142200.0,Senior,Full-time,In-person,Brooklyn,Fort Greene,2800.0,40.68905,-73.97885,no_fee,0.0
ML Engineer,Machine Learning and AI,125000.0,Mid-level,Full-time,In-person,Brooklyn,Carroll Gardens,2600.0,40.68451,-73.99037,bathrooms,1.0
Research Engineer,Data Science and Research,130000.0,Mid-level,Full-time,Remote,Manhattan,Harlem,5995.0,40.80557,-73.94801,floor,4.0
Data Scientist,Data Science and Research,130000.0,Senior,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,4500.0,40.6839,-73.95303,min_to_subway,5.0
Data Engineer,Data Engineering,121809.0,Senior,Full-time,Remote,Manhattan,Midtown,3635.0,40.7659,-73.98174,no_fee,1.0
ML Engineer,Machine Learning and AI,234000.0,Senior,Full-time,Remote,Manhattan,Gramercy,3355.0,40.73376,-73.98389,has_roofdeck,0.0
Data Scientist,Data Science and Research,225100.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,7500.0,40.71803,-73.96211,has_roofdeck,0.0
Data Engineer,Data Engineering,97200.0,Senior,Full-time,In-person,Brooklyn,Bushwick,3600.0,40.69014,-73.92213,bathrooms,2.0
Data Engineer,Data Engineering,130000.0,Senior,Full-time,Remote,Brooklyn,Kensington,2750.0,40.64488,-73.97254,has_dishwasher,0.0
Machine Learning Infrastructure Engineer,Machine Learning and AI,235000.0,Senior,Full-time,Remote,Manhattan,Harlem,3045.0,40.82147,-73.94774,no_fee,1.0
Data Engineer,Data Engineering,170000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,3100.0,40.67726,-73.98101,has_elevator,0.0
Business Intelligence Engineer,BI and Visualization,104300.0,Senior,Full-time,In-person,Manhattan,Kips Bay,4027.0,40.74087,-73.97739,has_elevator,0.0
Data Analyst,Data Analysis,49000.0,Mid-level,Full-time,In-person,Queens,Rego Park,2595.0,40.73068,-73.85823,floor,3.0
Data Architect,Data Architecture and Modeling,206000.0,Senior,Full-time,Remote,Manhattan,East Village,6400.0,40.72961,-73.98632,floor,2.0
Data Lead,Leadership and Management,130000.0,Mid-level,Full-time,Remote,Manhattan,Washington Heights,3300.0,40.83308,-73.94103,size_sqft,673.0
Data Engineer,Data Engineering,101570.0,Senior,Full-time,Remote,Manhattan,East Harlem,3450.0,40.8084,-73.94064,has_doorman,0.0
Machine Learning Engineer,Machine Learning and AI,172200.0,Mid-level,Full-time,In-person,Brooklyn,Bushwick,4995.0,40.68769,-73.91788,has_dishwasher,0.0
Data Scientist,Data Science and Research,248100.0,Senior,Full-time,In-person,Brooklyn,Bushwick,2725.0,40.69263,-73.92543,has_doorman,1.0
Data Engineer,Data Engineering,73400.0,Mid-level,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3500.0,40.68593,-73.95688,has_elevator,0.0
Data Management Analyst,Data Management and Strategy,60000.0,Entry-level,Full-time,Remote,Queens,Long Island City,2690.0,40.7464,-73.94807,has_washer_dryer,0.0
Data Scientist,Data Science and Research,110000.0,Mid-level,Full-time,Remote,Manhattan,Chinatown,6500.0,40.71481,-73.99059,bathrooms,2.0
Machine Learning Engineer,Machine Learning and AI,258384.0,Senior,Full-time,Remote,Manhattan,Theater District,4300.0,40.75674,-73.98438,has_gym,1.0
Data Analyst,Data Analysis,136000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,5000.0,40.70707,-73.9532,has_patio,0.0
Data Scientist,Data Science and Research,225000.0,Senior,Full-time,Remote,Manhattan,Harlem,6115.0,40.82296,-73.95109,has_elevator,0.0
Data Analyst,Data Analysis,50000.0,Entry-level,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,5972.0,40.68547,-73.95283,bathrooms,2.0
Data Scientist,Data Science and Research,152000.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,4500.0,40.67188,-73.95097,has_roofdeck,0.0
Data Scientist,Data Science and Research,150000.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,5250.0,40.73778,-73.95366,has_patio,0.0
BI Developer,BI and Visualization,81500.0,Mid-level,Full-time,In-person,Brooklyn,Bushwick,5995.0,40.68808,-73.91862,bathrooms,1.0
Data Science Consultant,Data Science and Research,145900.0,Senior,Full-time,In-person,Manhattan,Harlem,10000.0,40.82399,-73.94415,has_doorman,0.0
Data Manager,Leadership and Management,160667.0,Senior,Full-time,In-person,Queens,Astoria,2800.0,40.75863,-73.92792,has_dishwasher,0.0
Machine Learning Engineer,Machine Learning and AI,160000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,4850.0,40.69326,-73.92124,bathrooms,1.0
Machine Learning Infrastructure Engineer,Machine Learning and AI,165400.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,2800.0,40.68085,-73.94861,has_elevator,1.0
Machine Learning Engineer,Machine Learning and AI,111600.0,Senior,Full-time,In-person,Bronx,Spuyten Duyvil,5995.0,40.88489,-73.91597,has_washer_dryer,1.0
Data Architect,Data Architecture and Modeling,206000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3200.0,40.69155,-73.95742,bedrooms,1.0
Data Analyst,Data Analysis,85000.0,Mid-level,Full-time,In-person,Brooklyn,Greenpoint,4250.0,40.72162,-73.95114,has_doorman,0.0
Data Analyst,Data Analysis,111000.0,Mid-level,Full-time,In-person,Queens,Woodside,4590.0,40.74874,-73.89746,min_to_subway,3.0
Research Scientist,Data Science and Research,145900.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,1700.0,40.7629,-73.98857,min_to_subway,3.0
Data Analyst,Data Analysis,36000.0,Mid-level,Full-time,Remote,Queens,Fresh Meadows,2350.0,40.73158,-73.78746,has_patio,0.0
BI Analyst,BI and Visualization,118800.0,Senior,Full-time,Remote,Manhattan,Harlem,2895.0,40.81332,-73.94429,bedrooms,1.0
Data Engineer,Data Engineering,136000.0,Executive,Full-time,Remote,Brooklyn,Crown Heights,7250.0,40.66941,-73.94988,min_to_subway,1.0
Data Scientist,Data Science and Research,121550.0,Senior,Full-time,In-person,Manhattan,Chinatown,2050.0,40.71517,-73.99376,has_patio,0.0
Machine Learning Engineer,Machine Learning and AI,178200.0,Senior,Full-time,Remote,Brooklyn,Prospect Heights,3310.0,40.67942,-73.97053,bedrooms,1.0
Data Scientist,Data Science and Research,185900.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,5325.0,40.68216,-73.94594,no_fee,1.0
Data Manager,Leadership and Management,130000.0,Senior,Full-time,In-person,Manhattan,Upper West Side,11500.0,40.78551,-73.97324,has_washer_dryer,0.0
Data Engineer,Data Engineering,160000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,3500.0,40.70281,-73.94328,bathrooms,1.0
Head of Data,Leadership and Management,258500.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,3200.0,40.68687,-73.97074,no_fee,0.0
Head of Data,Leadership and Management,247500.0,Executive,Full-time,In-person,Manhattan,Inwood,3495.0,40.86639,-73.92685,has_washer_dryer,0.0
Data Analyst,Data Analysis,167000.0,Mid-level,Full-time,In-person,Manhattan,Harlem,1600.0,40.82599,-73.94224,size_sqft,550.0
Machine Learning Engineer,Machine Learning and AI,166600.0,Senior,Full-time,In-person,Brooklyn,Flatbush,4825.0,40.63387,-73.96224,floor,26.0
Analytics Engineer,Leadership and Management,175000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,8000.0,40.68805,-73.95865,has_gym,0.0
Data Engineer,Data Engineering,115000.0,Senior,Full-time,In-person,Staten Island,Emerson Hill,1599.0,40.60742,-74.14388,has_elevator,0.0
Data Scientist,Data Science and Research,138700.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3150.0,40.69141,-73.94652,has_elevator,0.0
Data Architect,Data Architecture and Modeling,190000.0,Senior,Full-time,Remote,Queens,Astoria,5250.0,40.77266,-73.92268,has_doorman,1.0
Data Engineer,Data Engineering,99000.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,4600.0,40.71009,-73.96604,has_washer_dryer,0.0
Data Infrastructure Engineer,Data Engineering,300105.0,Senior,Full-time,In-person,Manhattan,Financial District,2500.0,40.70828,-74.01292,has_gym,1.0
Data Scientist,Data Science and Research,115500.0,Senior,Full-time,In-person,Manhattan,Harlem,5500.0,40.82144,-73.95481,building_age_yrs,38.0
Data Engineer,Data Engineering,184000.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,2700.0,40.72053,-73.95458,has_doorman,0.0
Machine Learning Engineer,Machine Learning and AI,172200.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4750.0,40.71081,-73.96373,has_elevator,0.0
Data Scientist,Data Science and Research,153600.0,Senior,Full-time,In-person,Brooklyn,Park Slope,2595.0,40.6751,-73.9785,size_sqft,500.0
Data Scientist,Data Science and Research,220000.0,Senior,Full-time,Remote,Manhattan,East Harlem,8500.0,40.8019,-73.93762,has_patio,0.0
ETL Developer,Data Engineering,129100.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,2850.0,40.71001,-73.95032,floor,8.0
ML Engineer,Machine Learning and AI,230797.0,Senior,Full-time,Remote,Brooklyn,Greenpoint,3595.0,40.71952,-73.95374,size_sqft,775.0
Research Scientist,Data Science and Research,124100.0,Senior,Full-time,In-person,Brooklyn,Sunset Park,3850.0,40.64445,-74.00279,has_dishwasher,1.0
Machine Learning Engineer,Machine Learning and AI,159350.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4600.0,40.70674,-73.94365,has_dishwasher,0.0
Data Architect,Data Architecture and Modeling,153000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,4600.0,40.68569,-73.973,has_gym,1.0
Data Manager,Leadership and Management,105000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,6000.0,40.71516,-73.94688,floor,23.0
Research Analyst,Data Science and Research,70960.0,Senior,Full-time,In-person,Brooklyn,Clinton Hill,3375.0,40.68974,-73.96717,min_to_subway,10.0
Data Engineer,Data Engineering,135000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,7295.0,40.69677,-73.93091,no_fee,0.0
Data Engineer,Data Engineering,90000.0,Entry-level,Full-time,Hybrid,Manhattan,Morningside Heights,3700.0,40.80717,-73.96028,no_fee,0.0
Data Engineer,Data Engineering,170000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,3100.0,40.67726,-73.98101,has_gym,0.0
Data Management Analyst,Data Management and Strategy,52000.0,Entry-level,Full-time,Remote,Brooklyn,Park Slope,2000.0,40.67634,-73.97666,building_age_yrs,106.0
Machine Learning Engineer,Machine Learning and AI,142200.0,Senior,Full-time,In-person,Manhattan,West Village,4495.0,40.73054,-74.00613,min_to_subway,6.0
Machine Learning Engineer,Machine Learning and AI,132600.0,Senior,Full-time,In-person,Brooklyn,Fort Greene,3950.0,40.68966,-73.98099,has_gym,0.0
Data Engineer,Data Engineering,133000.0,Senior,Full-time,In-person,Manhattan,Nolita,3700.0,40.72021,-73.99426,floor,32.0
Analytics Engineer,Leadership and Management,127000.0,Senior,Full-time,In-person,Brooklyn,Windsor Terrace,6465.0,40.6605,-73.98332,bedrooms,2.0
Data Engineer,Data Engineering,170000.0,Senior,Full-time,In-person,Manhattan,Harlem,5050.0,40.8078,-73.95232,has_patio,0.0
Analytics Engineer,Leadership and Management,167500.0,Senior,Full-time,In-person,Manhattan,Upper East Side,11225.0,40.77131,-73.9571,building_age_yrs,111.0
Data Analyst,Data Analysis,167000.0,Mid-level,Full-time,In-person,Manhattan,Harlem,1600.0,40.82599,-73.94224,bedrooms,0.0
Insight Analyst,Data Analysis,43064.0,Mid-level,Full-time,In-person,Manhattan,Harlem,3040.0,40.81923,-73.95248,floor,4.0
Data Engineer,Data Engineering,113923.0,Mid-level,Full-time,Remote,Manhattan,Harlem,3800.0,40.82569,-73.93842,has_washer_dryer,0.0
Machine Learning Engineer,Machine Learning and AI,300000.0,Mid-level,Full-time,In-person,Brooklyn,Carroll Gardens,2600.0,40.68452,-73.99093,no_fee,0.0
Data Analyst,Data Analysis,50000.0,Entry-level,Full-time,In-person,Brooklyn,Crown Heights,2100.0,40.66949,-73.94939,size_sqft,575.0
Data Analyst,Data Analysis,85000.0,Senior,Full-time,Remote,Brooklyn,Greenpoint,3665.0,40.72389,-73.95273,bathrooms,2.0
Data Scientist,Data Science and Research,208500.0,Senior,Full-time,In-person,Manhattan,Washington Heights,4080.0,40.85099,-73.92822,has_roofdeck,0.0
Machine Learning Engineer,Machine Learning and AI,267720.0,Senior,Full-time,In-person,Manhattan,Chelsea,5495.0,40.74411,-74.00728,has_gym,0.0
Machine Learning Engineer,Machine Learning and AI,204500.0,Senior,Full-time,In-person,Bronx,Kingsbridge,2950.0,40.87069,-73.90113,building_age_yrs,29.0
Data Engineer,Data Engineering,55368.0,Mid-level,Full-time,In-person,Manhattan,East Harlem,2600.0,40.79264,-73.93808,floor,15.0
Data Engineer,Data Engineering,150000.0,Senior,Full-time,In-person,Brooklyn,Clinton Hill,6200.0,40.68799,-73.9652,floor,3.0
Business Intelligence Analyst,BI and Visualization,171000.0,Senior,Full-time,Remote,Manhattan,Upper East Side,3295.0,40.77922,-73.94933,min_to_subway,6.0
Data Engineer,Data Engineering,212175.0,Senior,Full-time,Remote,Brooklyn,Sheepshead Bay,2795.0,40.583683,-73.958626,has_doorman,1.0
Data Scientist,Data Science and Research,204000.0,Mid-level,Full-time,In-person,Brooklyn,Crown Heights,5700.0,40.67497,-73.92336,has_dishwasher,0.0
Research Engineer,Data Science and Research,152000.0,Senior,Full-time,In-person,Brooklyn,East Flatbush,3300.0,40.65266,-73.94913,bathrooms,2.0
Data Engineer,Data Engineering,139700.0,Senior,Full-time,In-person,Manhattan,West Village,3350.0,40.73201,-74.00541,size_sqft,667.0
Data Scientist,Data Science and Research,165000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,5000.0,40.76198,-73.99361,has_doorman,0.0
Financial Data Analyst,Data Analysis,56500.0,Entry-level,Full-time,Hybrid,Manhattan,Midtown,4748.0,40.75744,-73.967,has_washer_dryer,0.0
Data Analyst,Data Analysis,59500.0,Mid-level,Full-time,In-person,Queens,Jackson Heights,2095.0,40.75193,-73.89085,has_doorman,0.0
Data Science Consultant,Data Science and Research,116000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,2595.0,40.67623,-73.97789,bathrooms,1.0
Decision Scientist,Data Science and Research,204500.0,Senior,Full-time,In-person,Manhattan,Harlem,15000.0,40.81599,-73.95861,bathrooms,3.0
Machine Learning Engineer,Machine Learning and AI,213800.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,4095.0,40.67308,-73.92508,size_sqft,595.0
Machine Learning Engineer,Machine Learning and AI,300000.0,Mid-level,Full-time,In-person,Manhattan,Harlem,2995.0,40.81841,-73.95467,has_patio,0.0
Data Engineer,Data Engineering,128000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,2300.0,40.69149,-73.93662,has_dishwasher,0.0
Data Strategist,Data Architecture and Modeling,175000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,4400.0,40.68848,-73.97752,has_doorman,0.0
Data Modeler,Data Architecture and Modeling,105200.0,Senior,Full-time,In-person,Manhattan,Lower East Side,1750.0,40.71905,-73.98792,has_doorman,0.0
Data Scientist,Data Science and Research,201650.0,Senior,Full-time,In-person,Bronx,Port Morris,4000.0,40.80065,-73.91337,has_dishwasher,0.0
Data Science Director,Data Science and Research,212000.0,Executive,Full-time,In-person,Brooklyn,Windsor Terrace,11500.0,40.66053,-73.98246,bedrooms,3.0
Data Scientist,Data Science and Research,164000.0,Senior,Full-time,Remote,Manhattan,East Harlem,5995.0,40.80711,-73.93784,has_elevator,0.0
Data Engineer,Data Engineering,205600.0,Senior,Full-time,In-person,Manhattan,Upper West Side,2925.0,40.80196,-73.96349,has_gym,0.0
Data Analyst,Data Analysis,82500.0,Senior,Full-time,Remote,Brooklyn,Cobble Hill,5400.0,40.68648,-73.99454,has_washer_dryer,1.0
Data Engineer,Data Engineering,150600.0,Senior,Full-time,Remote,Brooklyn,Greenpoint,13500.0,40.72724,-73.94208,bathrooms,2.0
Data Analyst,Data Analysis,185000.0,Senior,Full-time,In-person,Manhattan,Chelsea,3375.0,40.73861,-73.99482,size_sqft,619.0
Research Scientist,Data Science and Research,202350.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,5300.0,40.70956,-73.95668,has_washer_dryer,0.0
Data Analyst,Data Analysis,104000.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,4056.0,40.69436,-73.97014,has_gym,0.0
MLOps Engineer,Machine Learning and AI,58300.0,Entry-level,Full-time,In-person,Queens,Ridgewood,4800.0,40.70271,-73.8993,has_doorman,1.0
Data Engineer,Data Engineering,99000.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,7900.0,40.693047,-73.971985,bedrooms,2.0
Data Analyst,Data Analysis,85700.0,Senior,Full-time,In-person,Manhattan,West Village,8100.0,40.73098,-74.004822,has_roofdeck,0.0
Data Infrastructure Engineer,Data Engineering,151090.0,Senior,Full-time,In-person,Manhattan,Harlem,3650.0,40.81507,-73.94369,min_to_subway,6.0
Data Analyst,Data Analysis,88000.0,Senior,Full-time,Remote,Brooklyn,Crown Heights,2650.0,40.67726,-73.9491,has_washer_dryer,0.0
Data Scientist,Data Science and Research,150000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,3995.0,40.76505,-73.98716,bedrooms,1.0
Data Scientist,Data Science and Research,115000.0,Mid-level,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,3450.0,40.68245,-73.94407,has_patio,0.0
Data Scientist,Data Science and Research,185000.0,Senior,Full-time,In-person,Bronx,Eastchester,3595.0,40.881,-73.83511,has_doorman,0.0
Analytics Engineer,Leadership and Management,136000.0,Senior,Full-time,In-person,Manhattan,East Village,5500.0,40.73139,-73.98431,size_sqft,1300.0
Data Engineer,Data Engineering,185900.0,Mid-level,Full-time,In-person,Manhattan,Upper West Side,4745.0,40.78407,-73.97324,has_elevator,1.0
Machine Learning Engineer,Machine Learning and AI,204500.0,Senior,Full-time,In-person,Manhattan,Upper East Side,8800.0,40.77256,-73.95537,has_gym,0.0
Data Engineer,Data Engineering,187000.0,Entry-level,Full-time,In-person,Manhattan,Financial District,2845.0,40.70979,-74.01309,building_age_yrs,16.0
Applied Scientist,Data Science and Research,222200.0,Mid-level,Full-time,In-person,Manhattan,Lower East Side,3323.0,40.71937,-73.98387,building_age_yrs,16.0
